背番号,選手名,打率,試合,打席数,打数,安打,本塁打,打点,盗塁,四球,死球,三振,犠打,併殺打,出塁率,長打率,OPS,RC27,XR27,team,year
64,真砂　勇介,.083,9,13,12,1,1,1,0,1,0,2,0,0,.154,.333,.487,1.37,1.89,ソフトバンク,2017
36,牧原　大成,.333,10,3,3,1,0,0,0,0,0,0,0,0,.333,.333,.667,4.55,4.32,ソフトバンク,2017
31,栗原　陵矢,.000,3,3,3,0,0,0,0,0,0,1,0,0,.000,.000,.000,-2.77,-2.52,ソフトバンク,2017
23,城所　龍磨,.000,2,3,3,0,0,0,0,0,0,1,0,0,.000,.000,.000,-2.77,-2.52,ソフトバンク,2017
22,斐紹,.500,1,2,2,1,0,0,0,0,0,0,0,0,.500,.500,1.000,12.30,11.07,ソフトバンク,2017
55,茶谷　健太,.500,1,2,2,1,0,0,0,0,0,0,0,0,.500,.500,1.000,12.30,11.07,ソフトバンク,2017
60,釜元　豪,.000,2,1,1,0,0,0,0,0,0,1,0,0,.000,.000,.000,-2.92,-2.70,ソフトバンク,2017
00,川瀬　晃,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ソフトバンク,2017
45,谷川原　健太,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ソフトバンク,2017
59,古澤　勝吾,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ソフトバンク,2017
61,黒瀬　健太,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ソフトバンク,2017
65,九鬼　隆平,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ソフトバンク,2017
68,三森　大貴,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ソフトバンク,2017
77,張本　優大,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ソフトバンク,2017
背番号,選手名,打率,試合,打席数,打数,安打,本塁打,打点,盗塁,四球,死球,三振,犠打,併殺打,出塁率,長打率,OPS,RC27,XR27,ソフトバンク,2017
55,秋山　翔吾,.322,143,659,575,185,25,89,16,72,5,97,0,4,.398,.536,.933,8.20,7.96,西武,2017
6,源田　壮亮,.270,143,647,575,155,3,57,37,36,6,100,26,5,.317,.351,.669,4.08,4.03,西武,2017
3,浅村　栄斗,.291,143,633,574,167,19,99,5,44,8,96,1,17,.347,.453,.799,5.47,5.39,西武,2017
44,外崎　修汰,.258,135,489,438,113,10,48,23,33,5,109,10,4,.315,.390,.706,4.60,4.57,西武,2017
60,中村　剛也,.217,115,486,415,90,27,79,1,61,4,118,0,12,.319,.446,.765,4.69,4.98,西武,2017
99,メヒア,.241,113,388,345,83,19,53,1,37,4,100,0,7,.320,.458,.778,5.03,5.10,西武,2017
1,栗山　巧,.252,116,374,333,84,9,46,0,27,3,64,4,10,.308,.372,.680,3.76,3.97,西武,2017
2,金子　侑司,.272,90,320,283,77,5,34,25,27,1,49,5,5,.333,.399,.733,4.78,4.78,西武,2017
27,炭谷　銀仁朗,.251,104,310,267,67,5,30,2,8,8,45,23,6,.289,.348,.638,3.12,3.22,西武,2017
33,山川　穂高,.298,78,293,242,72,23,61,0,46,5,72,0,7,.420,.661,1.081,9.42,9.14,西武,2017
51,木村　文紀,.201,105,203,184,37,2,13,7,13,1,53,4,5,.256,.272,.528,1.82,1.98,西武,2017
37,岡田　雅利,.229,68,172,144,33,0,9,0,10,6,28,12,1,.306,.285,.591,3.02,2.96,西武,2017
10,森　友哉,.339,38,145,124,42,2,18,3,21,0,24,0,4,.434,.500,.934,8.13,7.63,西武,2017
8,渡辺　直人,.235,32,79,68,16,0,3,0,7,0,14,4,2,.307,.338,.645,3.24,3.05,西武,2017
61,田代　将太郎,.071,38,62,56,4,1,5,3,5,1,16,0,1,.161,.161,.322,-0.25,0.12,西武,2017
00,水口　大地,.280,56,51,50,14,0,4,5,1,0,6,0,1,.294,.340,.634,2.69,2.61,西武,2017
39,呉　念庭,.231,15,44,39,9,0,4,1,4,0,8,0,2,.295,.333,.629,3.01,3.18,西武,2017
32,永江　恭平,.235,25,19,17,4,1,4,0,0,0,5,2,0,.235,.471,.706,3.63,3.65,西武,2017
88,坂田　遼,.438,11,19,16,7,2,4,0,3,0,8,0,0,.526,.813,1.339,17.51,16.59,西武,2017
49,上本　達之,.100,11,11,10,1,0,0,0,1,0,2,0,0,.182,.100,.282,-0.27,0.03,西武,2017
65,斉藤　彰吾,.125,10,8,8,1,0,0,0,0,0,4,0,0,.125,.125,.250,-0.85,-0.62,西武,2017
53,愛斗,.000,9,6,5,0,0,0,0,0,1,3,0,0,.167,.000,.167,-1.18,-0.70,西武,2017
5,鬼﨑　裕司,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,西武,2017
9,大﨑　雄太朗,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,西武,2017
46,鈴木　将平,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,西武,2017
52,山田　遥楓,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,西武,2017
56,金子　一輝,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,西武,2017
58,熊代　聖人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,西武,2017
62,駒月　仁人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,西武,2017
64,中田　祥多,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,西武,2017
71,戸川　大輔,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,西武,2017
78,藤澤　亨明,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,西武,2017
背番号,選手名,打率,試合,打席数,打数,安打,本塁打,打点,盗塁,四球,死球,三振,犠打,併殺打,出塁率,長打率,OPS,RC27,XR27,西武,2017
40,ウィーラー,.271,142,605,542,147,31,82,7,50,10,98,0,14,.342,.493,.835,5.79,5.76,楽天,2017
33,銀次,.293,143,590,529,155,3,60,2,56,2,74,1,11,.362,.367,.728,4.99,4.79,楽天,2017
35,島内　宏明,.265,143,577,494,131,14,47,3,64,4,67,12,8,.352,.391,.743,4.82,4.86,楽天,2017
54,ペゲーロ,.281,120,517,463,130,26,75,3,50,4,139,0,16,.356,.490,.846,5.83,5.75,楽天,2017
49,アマダー,.237,121,460,417,99,23,65,0,39,2,102,0,18,.304,.424,.729,3.92,4.09,楽天,2017
5,茂木　栄五郎,.296,103,450,398,118,17,47,3,45,2,84,4,4,.370,.497,.867,6.77,6.54,楽天,2017
4,岡島　豪郎,.260,111,400,342,89,3,32,3,41,2,65,10,6,.338,.354,.692,4.26,4.32,楽天,2017
37,嶋　基宏,.199,112,369,281,56,3,28,2,57,3,62,27,8,.339,.263,.603,3.07,3.19,楽天,2017
6,藤田　一也,.252,102,315,270,68,3,33,2,16,1,21,25,8,.293,.333,.626,2.95,2.98,楽天,2017
23,聖澤　諒,.250,111,252,232,58,1,21,2,13,4,50,2,2,.300,.341,.641,3.62,3.54,楽天,2017
9,オコエ　瑠偉,.300,41,141,130,39,3,11,5,3,3,38,5,3,.331,.500,.831,5.48,5.07,楽天,2017
8,今江　年晶,.250,51,135,128,32,1,10,0,6,0,26,1,3,.284,.344,.627,3.12,3.01,楽天,2017
57,三好　匠,.243,56,115,103,25,1,9,0,7,0,27,4,1,.288,.359,.648,3.34,3.30,楽天,2017
44,足立　祐一,.211,49,87,76,16,1,7,0,5,1,18,5,1,.268,.289,.558,2.20,2.30,楽天,2017
7,松井　稼頭央,.211,44,83,76,16,2,10,0,6,1,23,0,1,.277,.342,.619,2.92,3.04,楽天,2017
32,枡田　慎太郎,.169,32,77,71,12,1,4,1,6,0,23,0,1,.234,.268,.501,1.77,1.88,楽天,2017
25,田中　和基,.111,51,59,54,6,1,2,7,3,0,25,2,0,.158,.204,.362,0.56,0.82,楽天,2017
67,クルーズ,.162,13,37,37,6,0,2,0,0,0,4,0,1,.162,.216,.378,0.16,0.21,楽天,2017
56,中川　大志,.118,23,36,34,4,0,4,0,1,1,11,0,0,.167,.176,.343,0.15,0.30,楽天,2017
55,西田　哲朗,.136,22,24,22,3,0,0,0,2,0,10,0,0,.208,.136,.345,0.28,0.55,楽天,2017
00,阿部　俊人,.200,44,23,20,4,0,1,1,2,0,6,1,0,.273,.200,.473,2.11,2.24,楽天,2017
68,細川　亨,.100,20,23,20,2,1,1,0,0,0,9,3,0,.100,.250,.350,0.15,0.48,楽天,2017
36,内田　靖人,.048,7,21,21,1,0,1,0,0,0,9,0,1,.048,.048,.095,-2.45,-2.24,楽天,2017
48,伊志嶺　忠,.071,14,14,14,1,0,0,0,0,0,7,0,0,.071,.143,.214,-1.19,-1.06,楽天,2017
39,下妻　貴寛,.100,8,11,10,1,0,0,0,0,0,5,1,0,.100,.100,.200,-1.04,-0.84,楽天,2017
24,福田　将儀,.143,9,7,7,1,0,1,1,0,0,1,0,0,.143,.143,.286,0.40,0.59,楽天,2017
66,村林　一輝,.500,1,3,2,1,0,0,0,1,0,1,0,0,.667,.500,1.167,21.22,19.98,楽天,2017
51,フェルナンド,.000,2,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0.00,0.00,楽天,2017
2,吉持　亮汰,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,楽天,2017
29,小関　翔太,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,楽天,2017
65,堀内　謙伍,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,楽天,2017
70,石原　彪,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,楽天,2017
背番号,選手名,打率,試合,打席数,打数,安打,本塁打,打点,盗塁,四球,死球,三振,犠打,併殺打,出塁率,長打率,OPS,RC27,XR27,楽天,2017
55,Ｔ－岡田,.266,143,593,504,134,31,68,2,83,5,141,0,10,.374,.488,.862,6.55,6.53,オリックス,2017
31,小谷野　栄一,.277,130,506,470,130,6,47,0,28,3,60,3,13,.320,.349,.669,3.81,3.75,オリックス,2017
1,中島　宏之,.285,124,489,431,123,9,49,0,46,7,93,0,11,.360,.392,.752,5.14,5.12,オリックス,2017
9,ロメロ,.274,103,424,390,107,26,66,2,27,6,98,0,12,.330,.508,.838,5.60,5.61,オリックス,2017
10,大城　滉二,.246,122,400,345,85,2,21,7,16,3,59,35,6,.285,.299,.583,2.59,2.58,オリックス,2017
3,安達　了一,.203,109,380,316,64,3,26,4,37,10,61,17,5,.306,.278,.584,2.82,2.91,オリックス,2017
5,西野　真弘,.234,100,331,282,66,2,21,8,24,6,46,16,4,.305,.309,.613,3.16,3.24,オリックス,2017
8,駿太,.240,129,329,296,71,2,27,4,15,1,76,13,3,.275,.361,.637,3.21,3.25,オリックス,2017
12,マレーロ,.290,82,319,283,82,20,50,1,29,5,84,0,6,.364,.562,.925,7.20,7.11,オリックス,2017
34,吉田　正尚,.311,64,268,228,71,12,38,1,38,1,32,0,9,.410,.518,.928,7.41,7.20,オリックス,2017
37,若月　健矢,.202,100,256,218,44,1,18,0,10,3,50,23,9,.245,.271,.515,1.52,1.62,オリックス,2017
22,伊藤　光,.189,103,239,196,37,5,23,0,18,2,47,22,2,.263,.332,.594,2.66,2.76,オリックス,2017
56,武田　健吾,.295,97,219,207,61,2,14,0,5,3,47,4,3,.321,.362,.683,4.14,3.95,オリックス,2017
38,小島　脩平,.213,61,182,164,35,2,19,3,7,0,21,9,4,.243,.305,.548,2.17,2.31,オリックス,2017
24,宮﨑　祐樹,.270,52,146,137,37,2,13,0,6,1,32,1,0,.303,.394,.698,4.32,4.25,オリックス,2017
4,モレル,.276,38,110,98,27,1,11,0,12,0,28,0,3,.355,.388,.742,4.43,4.23,オリックス,2017
40,鈴木　昂平,.081,72,39,37,3,0,0,0,0,0,8,2,2,.081,.135,.216,-1.42,-1.31,オリックス,2017
46,川端　崇義,.214,18,28,28,6,0,2,0,0,0,2,0,0,.214,.286,.500,1.85,1.77,オリックス,2017
6,宗　佑磨,.182,10,26,22,4,0,0,0,3,1,6,0,1,.308,.227,.535,0.49,0.71,オリックス,2017
62,山崎　勝己,.111,17,22,18,2,0,2,0,2,0,4,2,0,.200,.222,.422,1.05,1.10,オリックス,2017
50,小田　裕也,.059,43,20,17,1,0,0,0,1,0,7,2,0,.111,.059,.170,-1.12,-0.87,オリックス,2017
99,杉本　裕太郎,.118,9,17,17,2,1,2,0,0,0,6,0,1,.118,.353,.471,0.38,0.66,オリックス,2017
52,岡﨑　大輔,.143,5,14,14,2,0,1,0,0,0,3,0,0,.143,.143,.286,-0.44,-0.23,オリックス,2017
30,岩﨑　恭平,.091,7,11,11,1,0,0,1,0,0,2,0,0,.091,.091,.182,-0.89,-0.65,オリックス,2017
33,縞田　拓弥,.143,5,9,7,1,0,1,0,2,0,1,0,1,.333,.143,.476,0.77,1.00,オリックス,2017
53,吉田　雄人,.000,11,8,8,0,0,0,0,0,0,3,0,0,.000,.000,.000,-2.78,-2.50,オリックス,2017
45,飯田　大祐,.000,2,3,3,0,0,0,0,0,0,2,0,0,.000,.000,.000,-2.84,-2.61,オリックス,2017
23,伏見　寅威,.000,4,1,1,0,0,0,0,0,0,1,0,0,.000,.000,.000,-2.92,-2.70,オリックス,2017
44,園部　聡,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,オリックス,2017
61,奥浪　鏡,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,オリックス,2017
背番号,選手名,打率,試合,打席数,打数,安打,本塁打,打点,盗塁,四球,死球,三振,犠打,併殺打,出塁率,長打率,OPS,RC27,XR27,オリックス,2017
7,西川　遥輝,.296,138,623,541,160,9,44,39,69,4,103,6,6,.378,.416,.794,6.37,6.17,日ハム,2017
5,レアード,.229,137,571,503,115,32,90,0,54,7,125,0,18,.308,.459,.767,4.51,4.76,日ハム,2017
6,中田　翔,.216,129,542,472,102,16,67,0,61,5,103,0,14,.310,.367,.676,3.69,3.85,日ハム,2017
33,大田　泰示,.258,118,457,427,110,15,46,5,28,0,88,0,14,.302,.417,.719,4.06,4.06,日ハム,2017
12,松本　剛,.274,115,448,402,110,5,33,6,21,3,61,21,7,.314,.353,.667,3.72,3.62,日ハム,2017
38,石井　一成,.205,114,361,317,65,3,24,3,28,1,113,14,6,.271,.271,.542,2.02,2.15,日ハム,2017
3,田中　賢介,.252,107,349,314,79,2,18,11,35,0,36,0,4,.327,.296,.623,3.66,3.65,日ハム,2017
9,中島　卓也,.208,91,331,283,59,1,13,11,23,0,80,25,2,.268,.237,.505,2.04,2.13,日ハム,2017
11,大谷　翔平,.332,65,231,202,67,8,31,0,24,2,63,0,0,.403,.540,.942,8.44,8.17,日ハム,2017
8,近藤　健介,.413,57,231,167,69,3,29,3,60,2,27,0,3,.567,.557,1.124,14.70,13.85,日ハム,2017
27,大野　奨太,.221,83,183,154,34,3,13,0,16,4,30,8,1,.309,.312,.620,3.31,3.44,日ハム,2017
56,市川　友也,.170,57,154,135,23,1,8,0,6,4,32,8,3,.226,.244,.470,1.30,1.44,日ハム,2017
58,横尾　俊建,.239,50,149,134,32,7,20,0,11,3,45,0,2,.309,.418,.727,4.47,4.65,日ハム,2017
18,岡　大海,.169,60,132,124,21,0,7,6,4,0,34,3,4,.194,.218,.412,0.59,0.76,日ハム,2017
10,清水　優心,.198,61,120,111,22,1,10,0,5,0,35,3,4,.231,.261,.492,1.31,1.46,日ハム,2017
65,太田　賢吾,.171,40,88,82,14,1,6,0,2,0,21,4,1,.190,.256,.447,1.03,1.15,日ハム,2017
52,ドレイク,.232,35,86,82,19,1,3,0,3,1,22,0,2,.267,.293,.560,2.31,2.35,日ハム,2017
2,杉谷　拳士,.147,35,85,75,11,0,3,1,5,0,20,5,1,.200,.200,.400,0.75,0.88,日ハム,2017
37,矢野　謙次,.205,44,49,44,9,0,10,0,5,0,13,0,1,.286,.250,.536,2.22,2.27,日ハム,2017
26,淺間　大基,.167,19,44,42,7,0,3,1,2,0,17,0,1,.205,.238,.443,0.99,1.02,日ハム,2017
23,渡邉　諒,.133,22,35,30,4,0,2,0,3,0,13,2,0,.212,.233,.445,1.23,1.37,日ハム,2017
42,黒羽根　利規,.276,19,30,29,8,0,1,0,0,0,6,1,0,.276,.345,.621,3.35,3.12,日ハム,2017
67,岸里　亮佑,.143,7,14,14,2,0,0,0,0,0,3,0,0,.143,.214,.357,0.20,0.27,日ハム,2017
44,森山　恵佑,.000,5,12,11,0,0,0,0,1,0,9,0,0,.083,.000,.083,-2.13,-1.77,日ハム,2017
62,髙濱　祐仁,.182,3,12,11,2,0,0,0,1,0,5,0,0,.250,.182,.432,1.26,1.47,日ハム,2017
24,森本　龍弥,.111,5,10,9,1,0,0,0,0,1,3,0,1,.200,.111,.311,-1.03,-0.81,日ハム,2017
45,平沼　翔太,.000,4,8,8,0,0,0,0,0,0,1,0,0,.000,.000,.000,-2.73,-2.46,日ハム,2017
4,飯山　裕志,.000,10,4,4,0,0,0,0,0,0,2,0,0,.000,.000,.000,-2.81,-2.57,日ハム,2017
70,今井　順之助,.250,1,4,4,1,0,1,0,0,0,1,0,0,.250,.250,.500,1.97,1.98,日ハム,2017
32,大累　進,.000,13,2,2,0,0,0,0,0,0,1,0,0,.000,.000,.000,-2.81,-2.57,日ハム,2017
60,郡　拓也,.000,1,1,1,0,0,0,0,0,0,1,0,0,.000,.000,.000,-2.92,-2.70,日ハム,2017
50,宇佐美　塁大,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,日ハム,2017
61,姫野　優也,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,日ハム,2017
64,谷口　雄也,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,日ハム,2017
66,大嶋　匠,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,日ハム,2017
68,石川　亮,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,日ハム,2017
背番号,選手名,打率,試合,打席数,打数,安打,本塁打,打点,盗塁,四球,死球,三振,犠打,併殺打,出塁率,長打率,OPS,RC27,XR27,日ハム,2017
7,鈴木　大地,.260,143,588,508,132,11,52,6,55,18,85,3,7,.350,.398,.748,5.06,5.04,ロッテ,2017
3,角中　勝也,.269,110,452,383,103,8,44,6,62,4,44,1,6,.375,.397,.772,5.76,5.66,ロッテ,2017
0,荻野　貴司,.264,103,394,356,94,5,24,26,25,2,44,10,6,.315,.374,.689,4.40,4.27,ロッテ,2017
22,田村　龍弘,.248,132,359,311,77,3,36,4,26,1,68,17,7,.304,.334,.638,3.28,3.36,ロッテ,2017
8,中村　奨吾,.275,85,312,280,77,9,32,11,20,6,63,5,5,.336,.432,.768,5.15,5.05,ロッテ,2017
65,加藤　翔平,.266,98,292,271,72,5,27,7,6,1,44,12,2,.282,.402,.684,3.81,3.78,ロッテ,2017
42,パラデス,.219,89,289,269,59,10,26,1,16,3,97,0,5,.270,.364,.634,3.16,3.30,ロッテ,2017
1,清田　育宏,.203,79,263,231,47,3,21,3,24,3,61,5,8,.287,.286,.573,2.47,2.54,ロッテ,2017
54,ペーニャ,.242,70,252,219,53,15,38,0,26,5,72,0,8,.333,.511,.845,5.50,5.60,ロッテ,2017
50,大嶺　翔太,.206,91,240,214,44,5,23,1,14,1,56,9,1,.255,.336,.592,2.82,2.97,ロッテ,2017
37,三木　亮,.242,85,229,207,50,2,19,0,8,3,55,9,1,.277,.314,.591,2.87,2.93,ロッテ,2017
10,サントス,.250,66,193,180,45,3,8,5,7,1,46,5,2,.282,.356,.637,3.16,3.11,ロッテ,2017
5,ダフィー,.201,54,183,164,33,6,18,0,14,4,61,0,2,.279,.372,.651,3.45,3.61,ロッテ,2017
9,福浦　和也,.224,70,155,134,30,0,18,0,18,1,25,0,4,.316,.276,.592,2.98,3.12,ロッテ,2017
6,井口　資仁,.244,65,144,123,30,2,15,0,19,0,27,0,4,.340,.350,.690,4.12,4.22,ロッテ,2017
13,平沢　大河,.176,50,129,119,21,1,3,1,6,1,40,3,1,.222,.235,.458,1.34,1.48,ロッテ,2017
44,井上　晴哉,.230,35,119,113,26,0,11,0,5,1,26,0,2,.269,.292,.561,2.44,2.37,ロッテ,2017
2,根元　俊一,.220,40,118,109,24,1,9,1,6,1,34,2,0,.267,.330,.598,3.08,3.02,ロッテ,2017
38,伊志嶺　翔大,.173,52,117,104,18,0,4,4,9,0,22,4,1,.239,.202,.441,1.47,1.61,ロッテ,2017
24,吉田　裕太,.170,61,107,94,16,3,6,0,7,0,30,6,4,.228,.340,.568,1.83,1.91,ロッテ,2017
59,細谷　圭,.190,41,106,100,19,2,13,0,5,0,38,1,2,.229,.320,.549,1.99,2.10,ロッテ,2017
57,香月　一也,.195,19,42,41,8,0,2,0,0,0,6,1,1,.195,.195,.390,0.40,0.50,ロッテ,2017
66,岡田　幸文,.000,31,40,33,0,0,0,0,5,0,2,2,0,.132,.000,.132,-1.30,-1.00,ロッテ,2017
32,髙濱　卓也,.171,28,38,35,6,0,1,0,3,0,6,0,4,.237,.229,.465,0.23,0.26,ロッテ,2017
00,柴田　講平,.121,17,34,33,4,1,2,1,0,1,9,0,0,.147,.212,.359,0.40,0.73,ロッテ,2017
69,肘井　竜蔵,.238,16,21,21,5,0,0,0,0,0,12,0,0,.238,.286,.524,2.06,1.99,ロッテ,2017
70,猪本　健太郎,.143,8,14,14,2,0,2,0,0,0,6,0,0,.143,.214,.357,-0.61,-0.48,ロッテ,2017
68,大木　貴将,.154,9,13,13,2,0,0,1,0,0,2,0,0,.154,.154,.308,0.24,0.42,ロッテ,2017
99,柿沼　友哉,.000,8,9,8,0,0,1,0,0,0,2,1,1,.000,.000,.000,-3.01,-2.89,ロッテ,2017
25,金澤　岳,.000,4,7,7,0,0,0,0,0,0,1,0,0,.000,.000,.000,-2.73,-2.47,ロッテ,2017
53,江村　直也,.167,13,6,6,1,0,0,0,0,0,1,0,1,.167,.167,.333,-1.54,-1.49,ロッテ,2017
61,三家　和真,.000,4,5,5,0,0,0,0,0,0,1,0,0,.000,.000,.000,-2.74,-2.48,ロッテ,2017
35,寺嶋　寛大,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ロッテ,2017
45,宗接　唯人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ロッテ,2017
62,脇本　直人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ロッテ,2017
背番号,選手名,打率,試合,打席数,打数,安打,本塁打,打点,盗塁,四球,死球,三振,犠打,併殺打,出塁率,長打率,OPS,RC27,XR27,ロッテ,2017
2,田中　広輔,.265,143,679,581,154,13,39,28,77,17,119,3,1,.367,.372,.739,5.16,5.16,広島,2016
9,丸　佳浩,.291,143,652,557,162,20,90,23,84,7,107,1,9,.389,.481,.870,6.91,6.75,広島,2016
33,菊池　涼介,.315,141,640,574,181,13,56,13,40,0,106,23,3,.358,.432,.790,5.77,5.58,広島,2016
51,鈴木　誠也,.335,129,528,466,156,29,95,16,53,3,79,3,10,.404,.612,1.015,8.51,8.22,広島,2016
25,新井　貴浩,.300,132,513,454,136,19,101,0,54,1,101,0,12,.372,.485,.857,6.39,6.28,広島,2016
55,エルドレッド,.294,95,354,316,93,21,53,1,31,4,86,0,8,.362,.538,.900,6.81,6.78,広島,2016
60,安部　友裕,.282,115,292,259,73,6,33,7,19,1,64,7,3,.327,.429,.756,5.18,5.18,広島,2016
31,石原　慶幸,.202,106,289,243,49,0,17,4,29,4,54,12,8,.296,.230,.526,2.10,2.15,広島,2016
44,松山　竜平,.291,103,275,254,74,10,41,0,20,0,29,0,4,.342,.465,.806,5.80,5.67,広島,2016
5,ルナ,.272,67,268,243,66,5,34,6,22,1,47,0,5,.332,.374,.707,4.62,4.62,広島,2016
27,會澤　翼,.239,83,220,197,47,7,26,1,14,4,42,4,7,.301,.381,.682,3.50,3.59,広島,2016
35,下水流　昂,.250,48,116,104,26,5,18,0,12,0,26,0,7,.328,.452,.780,4.24,4.22,広島,2016
4,小窪　哲也,.217,69,107,92,20,2,10,0,11,3,23,1,2,.321,.402,.723,4.36,4.25,広島,2016
49,天谷　宗一郎,.175,55,96,80,14,1,8,3,13,2,16,0,1,.302,.238,.540,2.85,3.16,広島,2016
7,堂林　翔太,.250,47,60,56,14,2,2,3,3,0,11,1,0,.288,.357,.645,3.75,3.86,広島,2016
63,西川　龍馬,.294,62,58,51,15,0,3,0,4,0,9,2,0,.339,.392,.731,4.68,4.64,広島,2016
61,磯村　嘉孝,.161,24,32,31,5,0,2,0,1,0,5,0,1,.188,.194,.381,0.20,0.22,広島,2016
37,野間　峻祥,.292,21,25,24,7,0,1,1,0,0,3,1,1,.292,.292,.583,2.03,2.00,広島,2016
10,岩本　貴裕,.333,27,22,21,7,0,5,0,1,0,8,0,0,.364,.524,.887,7.43,6.75,広島,2016
38,赤松　真人,.368,89,21,19,7,0,3,12,2,0,4,0,0,.429,.526,.955,11.04,10.32,広島,2016
6,梵　英心,.000,7,12,9,0,0,0,0,3,0,0,0,2,.250,.000,.250,-1.60,-1.30,広島,2016
43,土生　翔平,.125,5,9,8,1,0,0,0,1,0,1,0,0,.222,.125,.347,0.48,0.77,広島,2016
52,庄司　隼人,.000,3,2,2,0,0,0,0,0,0,1,0,0,.000,.000,.000,-2.81,-2.57,広島,2016
26,廣瀬　純,.000,1,1,1,0,0,0,0,0,0,0,0,0,.000,.000,.000,-2.70,-2.43,広島,2016
54,船越　涼太,1.000,1,1,1,1,0,0,0,0,0,0,0,0,1.000,1.000,2.000,∞,∞,広島,2016
0,上本　崇司,.000,7,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0.00,0.00,広島,2016
32,白濱　裕太,.000,1,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0.00,0.00,広島,2016
00,中東　直己,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,広島,2016
13,プライディ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,広島,2016
40,倉　義和,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,広島,2016
45,桒原　樹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,広島,2016
50,髙橋　大樹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,広島,2016
59,美間　優槻,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,広島,2016
64,多田　大輔,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,広島,2016
68,中村　亘佑,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,広島,2016
69,青木　陸,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,広島,2016
背番号,選手名,打率,試合,打席数,打数,安打,本塁打,打点,盗塁,四球,死球,三振,犠打,併殺打,出塁率,長打率,OPS,RC27,XR27,広島,2016
5,ゴメス,.255,139,554,498,127,22,79,2,48,5,130,0,13,.325,.428,.753,4.71,4.75,阪神,2016
1,鳥谷　敬,.236,143,533,449,106,7,36,13,75,2,80,1,12,.344,.323,.667,4.10,4.25,阪神,2016
9,髙山　俊,.275,134,530,494,136,8,65,5,27,4,109,2,8,.316,.391,.707,4.29,4.21,阪神,2016
8,福留　孝介,.311,131,523,453,141,11,59,0,61,3,78,0,6,.392,.453,.845,6.84,6.67,阪神,2016
2,北條　史也,.273,122,438,385,105,5,33,6,38,4,91,7,10,.341,.382,.723,4.62,4.52,阪神,2016
94,原口　文仁,.299,107,364,318,95,11,46,1,26,15,52,2,8,.376,.453,.829,6.05,5.96,阪神,2016
0,大和,.231,111,259,229,53,1,20,3,12,1,53,15,9,.270,.323,.594,2.33,2.33,阪神,2016
